Order ID,Product ID,Quantity,Sales,Discount,Profit
CA-2016-146633,OFF-BI-10003527,1,101679,0.2,38129
CA-2016-146633,OFF-BI-10002982,7,3813,0.2,1334
US-2016-126893,TEC-PH-10004165,3,49498,0.4,-11549
CA-2017-103380,OFF-ST-10003442,2,5656,0.0,1527
CA-2017-103380,OFF-AR-10003856,2,556,0.0,144
CA-2017-103380,OFF-FA-10004248,2,902,0.0,351
CA-2017-103380,OFF-AP-10001492,1,861,0.0,224
CA-2017-103380,TEC-PH-10004165,3,65997,0.2,4949
CA-2015-116092,OFF-PA-10004285,2,1336,0.0,641
CA-2015-116092,OFF-BI-10001628,5,4172,0.2,1303
CA-2015-116092,OFF-BI-10000546,5,1152,0.2,417
CA-2015-116092,OFF-AP-10001391,6,54144,0.0,15701
CA-2015-116092,OFF-PA-10000477,3,1944,0.0,933
CA-2016-117849,OFF-PA-10004327,3,14369,0.0,6897
CA-2015-169201,OFF-AP-10000696,3,4326,0.0,1427
CA-2015-169201,OFF-AP-10002082,2,4356,0.0,1524
CA-2016-164091,TEC-PH-10001944,3,43785,0.0,13135
CA-2016-164091,FUR-FU-10004952,2,10948,0.0,3393
CA-2017-105214,FUR-CH-10000015,7,121296,0.2,9097
CA-2017-105214,OFF-PA-10001776,2,1854,0.0,871
CA-2015-117611,OFF-FA-10002280,1,500,0.0,240
CA-2015-117611,TEC-AC-10002049,3,37197,0.0,6695
US-2015-137960,TEC-AC-10002253,1,16624,0.0,2493
CA-2017-122994,FUR-BO-10004015,3,35997,0.0,7919
CA-2016-131065,TEC-AC-10004145,2,49998,0.0,11499
CA-2016-131065,OFF-PA-10002479,1,528,0.0,237
CA-2016-131065,OFF-BI-10004970,2,826,0.0,388
CA-2017-149146,OFF-PA-10003919,2,796,0.2,268
CA-2017-137470,OFF-PA-10002001,2,1296,0.0,635
CA-2017-105480,OFF-PA-10002787,1,648,0.0,311
CA-2017-105480,OFF-BI-10003291,1,698,0.2,235
CA-2017-164917,OFF-AR-10004344,5,4796,0.2,419
CA-2015-102036,OFF-ST-10003123,6,19974,0.0,4793
CA-2015-142944,FUR-FU-10000308,7,43526,0.0,9575
CA-2015-142944,TEC-CO-10003763,2,111998,0.2,37799
CA-2014-157882,FUR-TA-10001866,1,14343,0.2,358
CA-2014-157882,FUR-CH-10002774,3,12235,0.2,1376
CA-2014-104283,OFF-ST-10004337,5,30620,0.0,0
CA-2014-104283,FUR-TA-10001039,1,8598,0.0,2235
CA-2014-104283,TEC-AC-10000109,4,22396,0.0,5375
CA-2017-142622,FUR-CH-10003833,2,9756,0.2,-609
CA-2017-142622,FUR-CH-10004289,8,61427,0.2,-2303
CA-2017-142622,FUR-BO-10004467,2,19998,0.0,3799
CA-2016-132143,OFF-PA-10002713,7,4816,0.0,2215
CA-2015-153108,TEC-PH-10001552,2,2392,0.0,669
CA-2015-153108,OFF-AP-10002222,7,6069,0.0,1638
CA-2016-112676,OFF-PA-10003971,3,1435,0.2,520
CA-2017-165687,OFF-AP-10004036,2,3504,0.0,1226
US-2017-112928,OFF-AP-10002287,5,1748,0.2,131
CA-2017-143343,OFF-AR-10002375,5,1639,0.0,475
CA-2017-115154,FUR-TA-10001950,2,89298,0.0,8036
CA-2015-149342,TEC-PH-10001557,3,28797,0.0,7775
CA-2015-149342,FUR-FU-10002937,6,59538,0.0,29769
CA-2015-149342,OFF-PA-10001166,2,1296,0.0,622
CA-2015-130995,TEC-PH-10000347,1,495,0.0,133
CA-2017-127929,FUR-FU-10003708,3,18195,0.0,3820
CA-2015-113145,OFF-PA-10002659,4,1352,0.0,621
CA-2015-113145,FUR-FU-10000965,5,25970,0.0,10647
CA-2015-113145,TEC-PH-10001527,1,4295,0.0,128
CA-2015-113145,TEC-AC-10001838,7,139993,0.0,60196
CA-2015-113145,TEC-PH-10002597,4,50396,0.0,12599
CA-2014-162362,OFF-BI-10000756,3,1272,0.0,636
CA-2014-162362,OFF-BI-10000546,4,1152,0.0,564
CA-2016-106558,TEC-AC-10001142,4,31600,0.0,3160
CA-2017-157931,FUR-CH-10000785,4,72392,0.0,18821
CA-2017-157931,OFF-PA-10000474,3,10632,0.0,4997
CA-2016-115574,FUR-BO-10003441,2,14137,0.3,-1413
CA-2015-160794,OFF-PA-10004156,3,2721,0.2,986
CA-2017-116225,TEC-AC-10001432,5,39075,0.0,17193
US-2017-120418,FUR-CH-10001394,1,28079,0.2,3509
US-2017-120418,OFF-ST-10002370,4,6844,0.2,770
US-2017-120418,OFF-AR-10002956,5,8804,0.2,660
US-2017-120418,OFF-AR-10001955,1,1587,0.2,198
US-2017-120418,OFF-ST-10001809,3,21559,0.2,-4850
CA-2017-122035,OFF-LA-10004093,2,1462,0.0,687
CA-2017-122035,OFF-AP-10002118,2,41632,0.0,11240
CA-2017-122035,OFF-BI-10000404,5,4300,0.0,2021
CA-2017-122035,FUR-CH-10003833,3,18294,0.0,2744
CA-2017-122035,OFF-BI-10002072,7,6083,0.0,3041
CA-2017-122035,TEC-AC-10003095,3,38997,0.0,13258
CA-2015-117828,OFF-AP-10001563,4,19432,0.0,5635
CA-2017-165491,TEC-AC-10000358,7,26593,0.0,6382
CA-2015-109470,OFF-BI-10004492,3,9474,0.0,4452
CA-2015-109470,OFF-BI-10001072,4,6064,0.0,2789
CA-2015-109470,OFF-BI-10003707,5,7630,0.0,3815
CA-2015-109470,OFF-BI-10000977,12,36480,0.0,16780
CA-2015-105102,OFF-BI-10002082,3,7987,0.2,2995
CA-2015-105102,FUR-BO-10004709,1,4638,0.2,115
CA-2015-105102,OFF-PA-10002365,2,1296,0.0,622
CA-2017-138422,OFF-EN-10004147,3,1435,0.2,520
US-2015-147739,FUR-FU-10001468,4,54713,0.2,-6839
CA-2016-155187,OFF-ST-10000642,2,4196,0.0,293
CA-2016-155187,OFF-PA-10000380,5,4170,0.0,2085
CA-2017-169285,OFF-PA-10004071,5,27739,0.0,13315
CA-2017-169285,OFF-PA-10004971,1,578,0.0,283
CA-2014-140886,OFF-AP-10000696,6,6921,0.2,1124
CA-2017-152695,OFF-EN-10004030,3,1086,0.0,510
CA-2017-152695,OFF-AP-10000026,7,42679,0.0,12376
CA-2014-110639,OFF-PA-10003936,4,2592,0.0,1244
CA-2014-110639,OFF-PA-10004530,4,4592,0.0,2250
CA-2014-121727,OFF-AR-10004930,2,1072,0.2,174
CA-2016-137736,OFF-AR-10004999,7,4186,0.0,1046
US-2014-143231,FUR-FU-10002501,5,6320,0.0,2338
US-2014-143231,TEC-AC-10000358,3,11397,0.0,2735
US-2014-155894,OFF-ST-10004804,3,12355,0.2,-2934
CA-2016-119025,OFF-AP-10001205,9,49032,0.0,13728
CA-2016-159373,OFF-PA-10000659,5,7008,0.2,2452
CA-2016-159373,OFF-BI-10004141,2,127,0.8,-216
CA-2016-159373,FUR-TA-10004619,5,55758,0.3,0
CA-2017-109701,OFF-BI-10004187,6,902,0.2,315
CA-2017-109701,OFF-BI-10000632,2,6945,0.2,2257
CA-2017-109701,OFF-PA-10003724,2,1086,0.0,532
CA-2017-109701,OFF-AP-10002765,3,7947,0.0,2225
CA-2017-109701,OFF-AR-10001868,6,1008,0.0,504
CA-2015-111514,FUR-BO-10002545,7,155283,0.15,20095
CA-2015-111514,OFF-BI-10002735,5,13724,0.2,4631
CA-2015-111514,TEC-AC-10004864,1,3651,0.0,1569
CA-2015-111514,TEC-MA-10000597,3,23997,0.2,8099
US-2014-148838,FUR-TA-10003473,7,157974,0.4,-44759
US-2014-148838,FUR-TA-10001950,4,107157,0.4,-55364
US-2014-148838,FUR-TA-10004175,3,61390,0.4,-12278
US-2014-148838,OFF-PA-10002960,7,3486,0.0,1638
US-2014-148838,OFF-PA-10000919,4,15504,0.0,7596
CA-2017-136497,OFF-BI-10001553,5,1371,0.7,-1005
US-2016-108637,FUR-FU-10004864,2,12788,0.0,4092
US-2016-108637,OFF-AP-10004540,2,16032,0.0,4488
US-2016-108637,OFF-BI-10004965,4,4600,0.0,2070
CA-2014-102295,FUR-CH-10001714,1,12071,0.2,-1810
CA-2017-123659,OFF-PA-10002464,4,2312,0.0,1132
US-2016-129469,FUR-FU-10002298,6,53270,0.2,-2663
US-2016-129469,OFF-AR-10000315,2,491,0.2,30
CA-2017-155152,TEC-AC-10004353,4,25200,0.0,9324
CA-2016-159940,FUR-FU-10004973,8,6028,0.6,-2712
CA-2016-159940,OFF-FA-10000936,1,263,0.2,82
CA-2016-159940,OFF-PA-10001609,9,2368,0.2,769
CA-2016-159940,FUR-CH-10000785,2,25337,0.3,-1447
CA-2017-119669,OFF-FA-10000053,3,567,0.0,11
US-2014-164616,OFF-BI-10001718,4,7677,0.7,-5886
US-2014-164616,OFF-SU-10004768,2,918,0.2,114
CA-2015-148628,OFF-PA-10003883,5,3275,0.0,1506
CA-2016-118052,OFF-FA-10004248,2,721,0.2,171
CA-2016-118052,OFF-PA-10002581,2,4956,0.2,1549
CA-2016-118052,FUR-FU-10004848,7,5471,0.2,1162
US-2017-117534,OFF-AP-10002403,4,17604,0.0,4577
US-2017-117534,OFF-AR-10003087,9,1602,0.0,448
US-2017-117534,OFF-BI-10002026,4,18592,0.2,6274
US-2017-117534,TEC-PH-10000141,4,21116,0.2,1583
US-2017-117534,TEC-CO-10000971,2,47998,0.2,5999
CA-2015-145065,OFF-FA-10001229,2,786,0.0,361
CA-2015-145065,OFF-BI-10002437,2,2444,0.2,886
US-2015-127040,OFF-PA-10004255,1,648,0.0,311
US-2015-127040,OFF-PA-10001184,7,4186,0.0,2051
US-2015-127040,TEC-AC-10002637,9,161991,0.0,9719
US-2015-127040,FUR-FU-10002878,4,11392,0.0,4215
CA-2016-128111,OFF-AR-10000588,2,3968,0.0,1031
CA-2015-137897,TEC-AC-10002217,2,3760,0.0,225
CA-2015-137897,TEC-AC-10001267,2,5990,0.0,2396
CA-2015-137897,OFF-PA-10004041,5,3700,0.0,1664
CA-2017-169264,OFF-LA-10001613,2,576,0.0,282
CA-2017-169264,OFF-AR-10000246,6,1668,0.0,433
CA-2017-147361,OFF-ST-10001809,7,62880,0.0,1257
CA-2017-147361,OFF-ST-10002214,5,5645,0.0,1467
CA-2017-145877,OFF-ST-10000649,6,9420,0.0,2355
CA-2017-145877,OFF-EN-10001990,5,2840,0.0,1334
US-2016-110170,FUR-BO-10000780,7,95666,0.32,-22509
CA-2017-108574,TEC-AC-10002049,9,111591,0.0,20086
CA-2017-108574,TEC-PH-10003555,7,12874,0.2,-2896
CA-2017-108574,TEC-PH-10000702,10,7992,0.2,2697
CA-2017-144589,OFF-AR-10003631,5,2420,0.0,798
CA-2017-144589,TEC-PH-10003072,3,35997,0.2,13049
CA-2017-155985,FUR-FU-10000758,8,21184,0.0,7626
CA-2014-162684,OFF-FA-10000992,2,568,0.2,191
CA-2015-142041,OFF-BI-10004187,5,752,0.2,263
CA-2014-151295,OFF-PA-10001947,2,1196,0.0,586
CA-2014-151295,FUR-TA-10002356,3,62906,0.2,3145
CA-2016-156300,FUR-CH-10001714,5,75445,0.0,6035
CA-2015-146087,FUR-BO-10002824,2,30195,0.0,6039
CA-2017-168655,TEC-AC-10002842,5,59500,0.0,9520
CA-2017-168655,OFF-BI-10002082,3,7987,0.2,2995
CA-2016-107202,TEC-MA-10000112,10,239640,0.2,17973
CA-2017-159597,OFF-ST-10002289,2,6356,0.0,317
CA-2017-159597,TEC-AC-10004171,1,9999,0.0,4399
CA-2016-155551,OFF-ST-10003656,3,23037,0.2,-4895
CA-2016-155551,OFF-PA-10001560,2,966,0.2,326
US-2017-147669,TEC-AC-10002473,7,15892,0.2,4171
US-2017-147669,OFF-BI-10000632,1,1302,0.7,-1041
US-2017-147669,FUR-TA-10002645,2,27306,0.4,-10467
US-2017-147669,OFF-FA-10002975,13,3931,0.2,1277
CA-2016-169922,OFF-BI-10003784,4,134,0.8,-215
CA-2016-169922,OFF-BI-10001617,4,827,0.8,-1364
CA-2016-169922,FUR-FU-10004415,7,1254,0.6,-909
CA-2017-100748,OFF-LA-10000240,8,5848,0.0,2748
CA-2017-129805,FUR-FU-10001935,2,740,0.0,303
CA-2014-148586,FUR-CH-10002439,7,36678,0.1,6520
US-2017-112613,TEC-PH-10001536,4,5436,0.2,407
CA-2015-154746,OFF-EN-10001532,2,3396,0.0,1698
CA-2015-154746,OFF-AP-10003057,3,82611,0.0,32218
CA-2017-140053,FUR-FU-10003708,9,54585,0.0,11462
CA-2014-164210,FUR-TA-10000849,2,14597,0.5,-9926
CA-2014-164210,OFF-PA-10002259,4,3580,0.2,1253
CA-2017-139948,FUR-FU-10002597,2,790,0.2,217
CA-2016-146934,TEC-PH-10004614,5,34500,0.0,8625
CA-2016-146934,FUR-TA-10003748,2,17428,0.3,-1991
CA-2016-146934,OFF-AP-10003217,4,66284,0.0,17233
CA-2016-146934,TEC-AC-10002399,5,9510,0.0,3043
CA-2016-146934,OFF-EN-10002973,6,2688,0.0,1290
CA-2016-146934,TEC-PH-10001336,2,25798,0.0,7481
CA-2015-100573,OFF-EN-10000461,2,1748,0.0,821
CA-2016-119165,FUR-CH-10000988,5,49283,0.3,-1408
CA-2015-128027,OFF-ST-10001809,3,26949,0.0,538
CA-2016-140207,OFF-BI-10003963,5,2912,0.2,982
CA-2017-140949,OFF-LA-10000081,5,1875,0.0,900
CA-2017-140949,TEC-PH-10000149,6,11970,0.0,3112
CA-2017-140949,OFF-BI-10000605,3,914,0.2,308
CA-2017-140949,TEC-AC-10002399,3,5706,0.0,1825
CA-2017-140949,TEC-AC-10003038,8,7159,0.0,1360
CA-2017-140949,OFF-ST-10000344,8,10744,0.0,2793
CA-2017-140949,OFF-LA-10004093,1,731,0.0,343
CA-2017-140949,OFF-AR-10001683,6,5910,0.0,2245
CA-2017-140949,OFF-ST-10003455,3,4653,0.0,1209
CA-2017-138548,OFF-AP-10002578,2,9784,0.0,2543
CA-2015-142419,OFF-PA-10001763,3,2997,0.0,1348
CA-2015-142419,OFF-BI-10001597,3,9835,0.2,3442
CA-2017-148691,OFF-BI-10001524,5,8392,0.2,2937
CA-2017-148691,OFF-BI-10001553,2,1462,0.2,511
CA-2017-148691,TEC-PH-10000576,1,13699,0.0,3698
CA-2017-148691,OFF-LA-10001317,1,315,0.0,151
CA-2017-128755,OFF-PA-10000726,1,911,0.0,409
CA-2017-128755,OFF-ST-10003306,4,57144,0.0,16571
CA-2017-128755,OFF-PA-10004983,5,3240,0.0,1555
CA-2017-128755,OFF-ST-10001291,1,1691,0.0,456
US-2016-135923,FUR-FU-10002107,8,1427,0.2,428
US-2016-135923,FUR-BO-10002213,4,45113,0.2,-6767
US-2016-135923,OFF-AP-10000692,4,6486,0.2,648
CA-2016-114972,FUR-CH-10001190,2,21758,0.2,-2991
CA-2016-114972,TEC-AC-10000682,5,8295,0.0,2903
CA-2016-114972,OFF-LA-10004545,7,8771,0.0,4122
CA-2016-114972,OFF-AP-10003057,4,110148,0.0,42957
CA-2017-102750,FUR-TA-10000198,3,132235,0.2,-9917
CA-2014-145212,OFF-AR-10002833,3,546,0.0,147
CA-2017-141992,OFF-SU-10002557,1,1118,0.2,83
CA-2017-141992,OFF-ST-10003656,2,15358,0.2,-3263
CA-2017-147956,OFF-ST-10001097,6,100362,0.0,0
CA-2017-126067,TEC-PH-10000912,4,3516,0.2,1142
CA-2017-126067,FUR-TA-10000617,5,113775,0.0,25030
CA-2017-126067,OFF-BI-10001658,5,9968,0.2,3239
CA-2017-126067,OFF-AR-10003856,2,556,0.0,144
CA-2015-104514,OFF-ST-10001837,2,8552,0.0,2223
CA-2015-104514,OFF-AR-10001473,3,984,0.0,265
CA-2015-104514,OFF-PA-10004285,3,2004,0.0,961
CA-2015-141040,TEC-PH-10001835,4,63196,0.0,30334
CA-2015-141040,OFF-PA-10002245,4,2392,0.0,1076
CA-2014-113579,OFF-PA-10001457,6,9024,0.0,4151
CA-2014-144624,TEC-PH-10002885,7,454881,0.0,122817
CA-2016-146206,FUR-TA-10004086,5,30093,0.3,-3439
CA-2016-146206,TEC-PH-10000895,5,71996,0.2,5399
CA-2014-136644,FUR-CH-10000225,8,64784,0.0,3239
CA-2015-122371,OFF-ST-10002370,3,6417,0.0,1860
CA-2015-122371,OFF-EN-10000056,2,12446,0.0,5849
CA-2016-126935,OFF-BI-10004817,1,958,0.2,335
US-2017-133781,OFF-EN-10004483,3,3760,0.2,1269
CA-2017-131618,OFF-PA-10001892,2,1222,0.2,443
CA-2017-131618,OFF-BI-10000546,4,230,0.8,-357
CA-2017-131618,OFF-BI-10001294,4,936,0.8,-1638
CA-2016-149482,OFF-LA-10000248,2,738,0.0,346
CA-2014-143917,OFF-ST-10001228,4,5372,0.0,1504
CA-2014-143917,OFF-SU-10000151,5,818765,0.0,32750
CA-2014-143917,FUR-FU-10004351,8,7792,0.0,3428
CA-2015-120397,OFF-AP-10001293,4,3278,0.8,-8523
CA-2017-163902,TEC-PH-10000675,3,19677,0.2,1475
CA-2017-163902,TEC-AC-10000580,6,47994,0.0,5279
CA-2016-136812,OFF-ST-10003470,4,111792,0.0,5589
CA-2015-102722,TEC-AC-10003116,6,10650,0.0,4153
CA-2017-155089,OFF-BI-10002429,5,4566,0.7,-3348
CA-2016-124506,TEC-AC-10003280,4,9596,0.2,119
CA-2016-124506,FUR-CH-10004540,2,4799,0.3,-205
CA-2014-106572,OFF-ST-10000585,2,26432,0.2,1982
CA-2014-128888,OFF-EN-10003001,9,60465,0.2,20407
CA-2017-123134,FUR-FU-10003975,3,12993,0.0,1299
CA-2016-124352,OFF-LA-10004559,7,2016,0.0,987
CA-2016-124352,OFF-LA-10003223,6,2946,0.0,1443
CA-2016-124352,OFF-AP-10002651,3,86859,0.0,25189
CA-2016-124352,OFF-PA-10003177,2,1296,0.0,622
CA-2016-124352,TEC-PH-10003442,1,550,0.0,137
CA-2016-124352,OFF-BI-10000977,4,12160,0.0,5593
CA-2015-124541,OFF-AR-10004078,9,4204,0.2,525
CA-2015-124541,TEC-AC-10002550,2,2548,0.2,446
CA-2015-124541,OFF-BI-10004965,3,690,0.8,-1207
CA-2015-124541,OFF-BI-10004209,6,964,0.8,-1688
CA-2015-124541,OFF-PA-10001526,2,796,0.2,288
CA-2014-108707,OFF-PA-10000788,2,1036,0.2,362
CA-2014-111500,OFF-PA-10000595,5,11420,0.0,5253
CA-2014-111500,OFF-BI-10000829,4,1796,0.0,826
CA-2014-111500,OFF-FA-10002676,7,1267,0.0,456
CA-2014-111500,TEC-AC-10000844,4,33996,0.0,12238
US-2017-117723,OFF-ST-10004459,6,180163,0.2,-33780
CA-2015-143238,TEC-AC-10003499,4,4632,0.0,1806
CA-2015-168746,FUR-CH-10000513,2,18198,0.3,-5459
CA-2015-168746,TEC-PH-10000895,4,43197,0.4,-10079
CA-2015-168746,TEC-PH-10002555,1,15537,0.4,-3625
CA-2015-113404,FUR-CH-10003312,6,134870,0.2,-21916
CA-2015-113404,FUR-CH-10004086,3,70015,0.2,7876
CA-2016-144792,FUR-FU-10002759,7,11188,0.2,2237
CA-2014-164385,OFF-AP-10002191,3,14395,0.2,1439
US-2016-114174,FUR-BO-10003450,3,17394,0.0,1391
US-2016-114174,OFF-LA-10000248,4,1476,0.0,693
CA-2017-108070,OFF-ST-10004804,4,20592,0.0,205
CA-2017-108070,FUR-BO-10001337,1,10283,0.15,-604
US-2015-128090,OFF-AR-10002255,1,230,0.2,25
US-2015-128090,TEC-PH-10002624,5,187996,0.2,21149
US-2015-128090,OFF-PA-10001878,8,31302,0.2,10564
US-2015-128090,OFF-LA-10000452,2,504,0.2,176
CA-2017-101042,FUR-FU-10004665,6,82188,0.0,21368
CA-2017-101042,OFF-BI-10000088,2,2196,0.0,1076
CA-2016-155439,OFF-PA-10000029,4,2592,0.0,1244
CA-2016-118626,TEC-PH-10000369,7,70554,0.2,7055
CA-2015-111458,TEC-AC-10001590,2,5000,0.0,1200
US-2016-126844,FUR-FU-10004909,8,5171,0.6,-3232
US-2015-112508,OFF-AP-10002287,2,699,0.2,52
CA-2015-147788,FUR-BO-10004357,7,140686,0.0,14068
CA-2015-147788,OFF-LA-10003766,5,1575,0.0,756
CA-2015-147788,OFF-ST-10000046,2,32310,0.0,6138
CA-2015-144288,OFF-LA-10003190,4,921,0.2,334
CA-2015-144288,OFF-PA-10002787,2,1036,0.2,362
CA-2015-110632,TEC-AC-10000387,1,1502,0.0,270
CA-2015-110632,OFF-ST-10001291,2,3382,0.0,913
CA-2017-109589,TEC-AC-10003116,4,7100,0.0,2769
CA-2017-123967,OFF-BI-10001308,5,2512,0.2,785
CA-2017-123967,FUR-TA-10003954,9,266562,0.0,23990
CA-2017-148929,OFF-ST-10003282,8,47808,0.0,13386
CA-2017-134404,TEC-PH-10000576,2,16438,0.4,-3561
CA-2017-134404,OFF-AR-10004441,4,1324,0.2,364
CA-2017-109778,OFF-AR-10003759,2,291,0.2,91
CA-2016-155845,TEC-AC-10004145,7,139994,0.2,5249
CA-2017-145128,FUR-FU-10000293,5,52645,0.0,3158
CA-2014-129091,OFF-EN-10004955,3,1623,0.0,795
CA-2014-129091,OFF-BI-10001071,5,31989,0.0,15675
CA-2014-129091,OFF-EN-10001990,2,1136,0.0,533
CA-2014-129091,OFF-AP-10002734,3,67512,0.0,29030
US-2014-155502,FUR-FU-10004587,3,6282,0.0,3078
US-2014-155502,OFF-ST-10004337,8,48992,0.0,0
US-2014-155502,OFF-PA-10003072,3,1944,0.0,933
US-2014-155502,OFF-PA-10000380,2,1668,0.0,834
US-2014-155502,TEC-PH-10004833,13,15535,0.0,0
US-2014-155502,FUR-FU-10001847,3,1242,0.0,447
US-2014-155502,TEC-PH-10002103,2,18798,0.0,5263
CA-2015-121041,OFF-EN-10001137,2,660,0.2,214
CA-2017-131695,OFF-ST-10001476,7,24857,0.0,6711
CA-2017-131695,FUR-FU-10002045,1,2223,0.0,978
CA-2016-137729,OFF-ST-10001505,1,598,0.0,101
CA-2016-137729,TEC-PH-10001433,3,24616,0.2,2153
US-2016-115455,FUR-FU-10004671,2,1413,0.6,-777
US-2016-115455,FUR-TA-10003569,3,60147,0.5,-30073
CA-2017-128300,TEC-PH-10002807,2,7909,0.0,3954
CA-2017-128300,OFF-BI-10001597,8,32784,0.0,15736
CA-2017-149048,OFF-EN-10003296,2,18096,0.0,8143
CA-2017-149048,OFF-BI-10004632,3,91497,0.0,41173
CA-2017-149048,TEC-PH-10002310,3,58797,0.0,15875
CA-2017-149048,OFF-ST-10000078,2,53034,0.0,9546
CA-2017-149048,OFF-PA-10001752,3,1494,0.0,732
CA-2017-108553,OFF-AP-10000026,2,12194,0.0,3536
CA-2017-108553,OFF-SU-10002573,7,12271,0.0,3681
CA-2016-165848,OFF-PA-10000349,3,1494,0.0,702
CA-2016-165848,TEC-MA-10003356,3,134985,0.0,36445
CA-2016-165848,FUR-BO-10000362,1,13678,0.2,512
CA-2016-165848,FUR-FU-10003878,4,6112,0.0,2078
CA-2014-112718,OFF-BI-10000591,1,116,0.7,-85
CA-2016-154053,OFF-AR-10003727,1,1698,0.0,492
CA-2014-127446,TEC-AC-10001635,3,2467,0.2,0
CA-2014-127446,OFF-LA-10001317,1,252,0.2,88
CA-2014-127446,FUR-TA-10000577,5,121873,0.3,-12187
CA-2014-127446,OFF-LA-10000248,2,590,0.2,199
CA-2014-127446,OFF-PA-10000955,3,1569,0.2,510
CA-2014-127446,FUR-FU-10000221,3,609,0.6,-396
CA-2016-137204,FUR-CH-10002304,2,4156,0.2,259
CA-2014-147298,FUR-CH-10004886,3,23028,0.2,2302
CA-2014-147298,OFF-BI-10001525,6,1828,0.2,571
CA-2017-147942,OFF-LA-10003663,2,578,0.0,271
CA-2017-147942,OFF-BI-10001294,13,12168,0.2,3802
CA-2017-115931,OFF-AR-10000369,3,417,0.0,108
CA-2017-115931,TEC-PH-10001300,4,6704,0.2,670
CA-2017-115931,OFF-ST-10000876,3,3732,0.0,1044
CA-2017-115931,OFF-LA-10001404,5,1845,0.0,867
CA-2014-164861,OFF-PA-10001972,4,2592,0.0,1244
CA-2017-127180,TEC-CO-10004722,4,1119996,0.2,391998
CA-2017-127180,TEC-PH-10001494,8,239960,0.0,64789
CA-2017-127180,OFF-EN-10002500,5,6390,0.0,2875
CA-2017-127180,TEC-PH-10003800,1,5299,0.0,52
US-2017-165344,TEC-AC-10002399,4,6086,0.2,912
US-2017-165344,TEC-MA-10002210,7,65299,0.7,-93595
US-2017-165344,OFF-BI-10003196,10,1122,0.7,-748
CA-2015-168186,OFF-PA-10000477,3,1494,0.0,702
US-2017-110604,FUR-FU-10000076,2,3996,0.0,1718
US-2017-110604,FUR-CH-10002017,2,4262,0.2,426
US-2017-110604,FUR-CH-10004287,1,22096,0.2,2485
CA-2015-116750,FUR-FU-10003829,2,492,0.2,73
CA-2015-116750,OFF-BI-10004728,5,723,0.7,-578
CA-2015-162369,OFF-ST-10000046,2,32310,0.0,6138
CA-2017-108441,OFF-PA-10000697,4,1904,0.0,932
CA-2017-108441,OFF-BI-10000848,3,1312,0.2,426
CA-2017-108441,OFF-AR-10004691,3,6414,0.0,1667
CA-2017-108441,FUR-CH-10000595,4,85824,0.1,14304
CA-2015-169740,TEC-AC-10000927,1,2999,0.0,299
CA-2016-124051,OFF-PA-10001289,6,18604,0.2,6744
CA-2016-149111,TEC-PH-10003092,1,3679,0.2,413
CA-2016-149111,FUR-FU-10000206,8,1862,0.2,628
CA-2014-131002,FUR-FU-10004270,3,5769,0.0,2365
CA-2014-131002,OFF-BI-10000948,3,4281,0.0,2012
CA-2014-131002,OFF-PA-10000223,2,1296,0.0,622
CA-2014-131002,FUR-FU-10004665,6,82188,0.0,21368
CA-2014-131002,TEC-PH-10000215,3,10485,0.0,2830
US-2016-146794,FUR-BO-10004467,5,42495,0.15,1999
CA-2017-112515,OFF-BI-10000829,3,1077,0.2,350
CA-2017-112515,OFF-BI-10003712,3,1178,0.2,427
CA-2017-112515,OFF-PA-10000062,3,16488,0.0,8079
CA-2017-112515,FUR-BO-10003404,3,129294,0.0,7757
CA-2017-112515,OFF-BI-10004233,2,2558,0.2,895
CA-2017-112515,OFF-ST-10001272,2,26174,0.0,6543
CA-2017-112515,OFF-LA-10001175,5,1440,0.0,705
CA-2016-150343,OFF-EN-10004030,3,1086,0.0,510
CA-2015-135538,FUR-CH-10004287,4,88384,0.2,9943
CA-2017-123372,TEC-PH-10002834,11,197989,0.0,49497
CA-2017-123372,OFF-EN-10003055,2,7995,0.0,3598
CA-2017-159604,OFF-BI-10003460,2,876,0.0,420
CA-2016-164784,OFF-LA-10001569,1,398,0.2,129
CA-2016-164784,FUR-TA-10004534,3,37062,0.4,-14207
CA-2016-164784,OFF-BI-10002954,2,274,0.7,-201
CA-2016-111794,TEC-AC-10003832,3,7951,0.2,2087
CA-2016-111794,OFF-PA-10000474,1,2835,0.2,956
US-2015-139759,FUR-CH-10002774,1,4078,0.2,458
US-2015-139759,OFF-AP-10002765,4,10596,0.0,2966
CA-2014-126403,OFF-PA-10001144,3,16644,0.0,7989
CA-2014-126403,FUR-CH-10003761,6,78588,0.0,21218
CA-2014-126403,OFF-PA-10004665,2,2620,0.0,1283
CA-2014-126403,OFF-ST-10000078,5,132585,0.0,23865
CA-2017-136875,OFF-PA-10000357,3,16644,0.0,7989
CA-2017-132185,OFF-AR-10000422,5,876,0.2,76
CA-2017-132185,OFF-AP-10001205,1,4358,0.2,435
US-2014-160780,OFF-BI-10001116,7,1108,0.7,-813
US-2014-160780,OFF-BI-10002931,2,2516,0.7,-1677
CA-2017-127026,OFF-BI-10000546,5,1440,0.0,705
CA-2017-127026,TEC-AC-10002049,5,61995,0.0,11159
CA-2017-127026,OFF-BI-10001196,4,8952,0.0,4207
CA-2017-127026,TEC-MA-10002981,3,35097,0.1,15208
