Order ID,Customer ID,Order Date,AddressID
CA-2015-120880,JL-15850,2015-05-29,A000450
CA-2015-111339,VP-21760,2015-05-29,A004595
CA-2015-163923,BD-11560,2015-05-30,A004695
CA-2015-103177,EN-13780,2015-05-30,A002716
CA-2015-133627,SC-20050,2015-05-31,A000434
CA-2015-149748,EM-13825,2015-05-31,A004818
CA-2015-156153,CW-11905,2015-05-31,A003779
CA-2015-100818,JM-15265,2015-05-31,A004654
CA-2015-147788,TM-21010,2015-05-31,A001249
CA-2015-120677,BD-11320,2015-05-31,A003362
CA-2015-124919,SP-20650,2015-05-31,A000074
CA-2015-136224,ML-18265,2015-05-31,A003614
CA-2015-161242,CG-12040,2015-06-01,A004701
US-2015-132836,AJ-10945,2015-06-01,A004464
US-2015-163685,KE-16420,2015-06-01,A001951
CA-2015-164833,LL-16840,2015-06-04,A000881
US-2015-142020,TC-21535,2015-06-04,A001654
CA-2015-158491,BP-11155,2015-06-04,A003545
CA-2015-166947,EB-13750,2015-06-05,A003215
CA-2015-115168,BB-11545,2015-06-05,A004320
CA-2015-157343,HD-14785,2015-06-07,A004171
CA-2015-142041,EM-13810,2015-06-07,A001174
CA-2015-164007,MG-17695,2015-06-08,A004498
CA-2015-162201,AG-10495,2015-06-08,A004832
CA-2015-144190,NC-18415,2015-06-09,A002420
CA-2015-110947,AG-10765,2015-06-09,A002251
CA-2015-141012,TG-21640,2015-06-09,A002791
CA-2015-101868,MJ-17740,2015-06-09,A002873
CA-2015-121720,JE-15610,2015-06-11,A001537
US-2015-123960,BD-11605,2015-06-11,A001500
CA-2015-139850,GB-14575,2015-06-12,A001469
CA-2015-104115,JH-15910,2015-06-12,A003379
CA-2015-136105,SZ-20035,2015-06-12,A004449
CA-2015-131779,LE-16810,2015-06-12,A001695
CA-2015-155054,PS-19045,2015-06-13,A002323
CA-2015-137281,BF-10975,2015-06-13,A002994
CA-2015-104059,FC-14245,2015-06-13,A004025
CA-2015-127418,JJ-15445,2015-06-13,A000498
CA-2015-104941,DH-13075,2015-06-13,A001818
CA-2015-120439,AD-10180,2015-06-14,A000628
CA-2015-129896,PF-19120,2015-06-15,A001905
US-2015-106495,AC-10450,2015-06-15,A002865
CA-2015-164567,GK-14620,2015-06-15,A003706
CA-2015-118955,LS-17230,2015-06-16,A001931
CA-2015-167269,PB-19150,2015-06-16,A000492
US-2015-163825,LC-16885,2015-06-16,A004282
CA-2015-133242,KH-16510,2015-06-18,A003780
CA-2015-147011,HR-14830,2015-06-18,A002998
CA-2015-156734,BV-11245,2015-06-18,A003296
CA-2015-122287,SN-20560,2015-06-18,A000991
CA-2015-154200,BG-11740,2015-06-18,A002064
CA-2015-163734,KM-16375,2015-06-19,A004606
CA-2015-121965,LH-17155,2015-06-19,A000240
CA-2015-144302,ME-17320,2015-06-19,A002488
CA-2015-111864,PP-18955,2015-06-19,A004628
CA-2015-158351,BC-11125,2015-06-20,A004657
CA-2015-140144,SC-20770,2015-06-20,A001339
US-2015-136427,JM-16195,2015-06-20,A003903
CA-2015-123330,EP-13915,2015-06-21,A002510
CA-2015-153423,SW-20455,2015-06-22,A004324
CA-2015-124975,MG-17875,2015-06-22,A001732
CA-2015-128167,KL-16645,2015-06-22,A000155
CA-2015-122826,RD-19480,2015-06-23,A000772
CA-2015-139164,CS-12355,2015-06-23,A003283
CA-2015-106187,RF-19345,2015-06-23,A003929
CA-2015-137750,JF-15565,2015-06-25,A001984
CA-2015-115945,AB-10165,2015-06-25,A002128
CA-2015-119690,MV-17485,2015-06-25,A003679
CA-2015-127110,CH-12070,2015-06-25,A000909
CA-2015-143882,DB-13360,2015-06-26,A004027
CA-2015-115938,SA-20830,2015-06-26,A000367
CA-2015-166583,VD-21670,2015-06-26,A003492
CA-2015-125395,LA-16780,2015-06-26,A000172
CA-2015-103772,MP-17470,2015-06-28,A004899
CA-2015-112144,CY-12745,2015-06-28,A003412
CA-2015-162950,DW-13585,2015-06-28,A004463
CA-2015-128860,SC-20725,2015-06-29,A001069
CA-2015-165799,SG-20470,2015-06-29,A004419
US-2015-100069,NF-18475,2015-06-29,A004795
US-2015-141684,MM-18055,2015-06-29,A002349
CA-2015-120397,RB-19435,2015-07-02,A001221
CA-2015-150196,SR-20740,2015-07-02,A000303
CA-2015-140718,FA-14230,2015-07-02,A004329
CA-2015-111703,KB-16315,2015-07-02,A002028
CA-2015-157322,RH-19600,2015-07-02,A001722
US-2015-153500,DG-13300,2015-07-03,A000506
CA-2015-128139,BD-11725,2015-07-03,A000274
CA-2015-154956,IM-15070,2015-07-04,A000586
CA-2015-152513,JP-16135,2015-07-04,A003865
CA-2015-124268,AD-10180,2015-07-04,A000605
US-2015-158911,RS-19765,2015-07-05,A004037
CA-2015-164336,MW-18220,2015-07-05,A002171
CA-2015-130610,VP-21730,2015-07-05,A001479
CA-2015-116750,BF-10975,2015-07-05,A001281
CA-2015-108665,KM-16225,2015-07-06,A000490
CA-2015-146087,PP-18955,2015-07-06,A001177
CA-2015-161627,SJ-20215,2015-07-06,A002529
CA-2015-116260,BF-10975,2015-07-06,A003343
CA-2015-129392,DM-13015,2015-07-08,A002062
CA-2015-153626,EB-13870,2015-07-09,A001702
CA-2015-111094,CB-12535,2015-07-09,A000863
CA-2015-132626,BT-11680,2015-07-09,A001807
CA-2015-123456,KN-16450,2015-07-09,A002109
CA-2015-135314,MC-17575,2015-07-09,A001858
CA-2015-149384,EH-13945,2015-07-10,A001576
CA-2015-107020,MV-18190,2015-07-10,A003935
CA-2015-136469,TS-21370,2015-07-11,A002466
CA-2015-142237,CK-12595,2015-07-11,A000996
CA-2015-142419,SC-20380,2015-07-11,A001199
CA-2015-112711,FM-14380,2015-07-12,A003806
CA-2015-126557,RL-19615,2015-07-12,A002234
US-2015-107349,SL-20155,2015-07-13,A000852
US-2015-140851,ND-18460,2015-07-13,A000887
CA-2015-114069,ND-18370,2015-07-13,A000825
CA-2015-143364,TG-21310,2015-07-14,A003841
CA-2015-113404,EM-13810,2015-07-16,A001237
CA-2015-146948,MG-17890,2015-07-16,A002260
US-2015-166520,KE-16420,2015-07-16,A001987
US-2015-149629,MP-17965,2015-07-17,A001967
CA-2015-138534,JM-15535,2015-07-17,A001361
CA-2015-121132,VB-21745,2015-07-17,A004177
CA-2015-122973,PJ-19015,2015-07-18,A004826
CA-2015-111206,RF-19735,2015-07-18,A002871
CA-2015-159590,KC-16255,2015-07-18,A003592
US-2015-160150,TS-21085,2015-07-19,A000686
US-2015-122784,RA-19915,2015-07-20,A002161
CA-2015-160472,RK-19300,2015-07-20,A000900
CA-2015-120810,TH-21550,2015-07-23,A001641
CA-2015-124044,MS-17830,2015-07-23,A002373
CA-2015-103135,SS-20515,2015-07-24,A003191
US-2015-150161,RB-19795,2015-07-25,A000514
CA-2015-154291,YS-21880,2015-07-25,A003336
CA-2015-139248,RD-19930,2015-07-25,A003396
CA-2015-148635,MH-18025,2015-07-25,A001378
CA-2015-143700,AS-10240,2015-07-26,A004897
CA-2015-148180,BP-11095,2015-07-26,A003635
US-2015-140200,CA-12775,2015-07-26,A000451
CA-2015-127754,CK-12760,2015-07-26,A004314
CA-2015-136735,HA-14920,2015-07-26,A002129
US-2015-129553,PG-18820,2015-07-27,A003054
US-2015-164966,GH-14410,2015-07-30,A003211
CA-2015-132507,CC-12610,2015-07-30,A001057
CA-2015-155334,HA-14920,2015-07-30,A000128
CA-2015-124891,RH-19495,2015-07-31,A000480
CA-2015-164427,AR-10405,2015-07-31,A002253
CA-2015-111017,SC-20695,2015-07-31,A004271
CA-2015-153388,PC-19000,2015-08-01,A000720
CA-2015-122406,BE-11455,2015-08-02,A002429
CA-2015-112767,DK-12985,2015-08-02,A003985
CA-2015-147501,Co-12640,2015-08-02,A002279
CA-2015-112214,AH-10690,2015-08-05,A002880
CA-2015-160794,MS-17980,2015-08-06,A001127
CA-2015-135251,RP-19270,2015-08-06,A004692
US-2015-124219,KW-16570,2015-08-07,A002524
US-2015-117492,NS-18640,2015-08-07,A003936
CA-2015-163895,NS-18640,2015-08-07,A002196
CA-2015-163237,EM-14095,2015-08-07,A004355
CA-2015-138331,JK-15625,2015-08-07,A003038
CA-2015-141936,PN-18775,2015-08-07,A002494
CA-2015-168564,TT-21220,2015-08-08,A001449
CA-2015-129322,DB-13405,2015-08-08,A003259
CA-2015-127544,RD-19585,2015-08-08,A004862
CA-2015-128013,MF-18250,2015-08-09,A003482
CA-2015-131338,NP-18325,2015-08-09,A000769
CA-2015-163055,DS-13180,2015-08-09,A000108
CA-2015-103954,HR-14770,2015-08-09,A002463
CA-2015-155453,RA-19885,2015-08-09,A001606
CA-2015-130022,JK-16120,2015-08-10,A000785
US-2015-156496,WB-21850,2015-08-10,A003255
CA-2015-121699,BD-11320,2015-08-10,A003577
CA-2015-119634,BW-11065,2015-08-11,A002835
US-2015-156797,PO-19180,2015-08-11,A003518
CA-2015-120516,CK-12595,2015-08-13,A002351
CA-2015-169656,EJ-13720,2015-08-13,A003699
CA-2015-148495,SF-20065,2015-08-13,A004705
CA-2015-133396,GK-14620,2015-08-13,A004756
CA-2015-150441,RA-19285,2015-08-13,A003079
CA-2015-112014,ON-18715,2015-08-13,A001646
CA-2015-162369,TT-21265,2015-08-15,A001282
CA-2015-142454,RE-19450,2015-08-15,A002547
US-2015-128090,JM-15865,2015-08-16,A001242
US-2015-164238,JW-15955,2015-08-16,A004522
US-2015-126753,SP-20860,2015-08-16,A003884
CA-2015-111297,SC-20440,2015-08-17,A000689
CA-2015-119627,SC-20725,2015-08-17,A004629
US-2015-130512,SM-20320,2015-08-21,A004506
CA-2015-144267,NZ-18565,2015-08-21,A000362
CA-2015-130456,DS-13180,2015-08-21,A002275
CA-2015-122168,HG-14965,2015-08-21,A004160
CA-2015-154823,KN-16390,2015-08-21,A003430
CA-2015-132080,DP-13105,2015-08-22,A000559
CA-2015-129854,RB-19705,2015-08-22,A001072
CA-2015-165624,FH-14350,2015-08-23,A001975
CA-2015-114468,TD-20995,2015-08-23,A001527
CA-2015-146563,CB-12025,2015-08-24,A000307
CA-2015-169299,DO-13435,2015-08-24,A003791
CA-2015-113740,SC-20380,2015-08-24,A003713
CA-2015-123939,MS-17710,2015-08-24,A004679
CA-2015-102491,KW-16435,2015-08-24,A002009
CA-2015-139584,EM-13810,2015-08-24,A001554
US-2015-139759,NL-18310,2015-08-25,A001296
CA-2015-168809,MC-18100,2015-08-25,A003326
CA-2015-126445,RA-19945,2015-08-27,A000481
CA-2015-101707,PF-19165,2015-08-27,A000608
CA-2015-113040,CC-12100,2015-08-27,A003886
CA-2015-121188,CB-12025,2015-08-28,A003924
US-2015-100377,TS-21370,2015-08-28,A001510
CA-2015-107902,SM-20950,2015-08-28,A004771
CA-2015-166219,BP-11185,2015-08-28,A004627
CA-2015-108532,CC-12100,2015-08-29,A003180
CA-2015-111514,SC-20260,2015-08-31,A001149
CA-2015-112319,AR-10510,2015-08-31,A000354
CA-2015-142139,SD-20485,2015-08-31,A003006
CA-2015-157805,RH-19510,2015-08-31,A004482
CA-2015-137946,DB-13615,2015-09-01,A000153
CA-2015-104626,DR-12940,2015-09-01,A001380
CA-2015-121608,JB-15400,2015-09-03,A000903
CA-2015-169537,JH-15820,2015-09-03,A004128
US-2015-138303,MG-18145,2015-09-03,A000243
US-2015-104185,JB-15400,2015-09-03,A001390
CA-2015-149734,JC-16105,2015-09-03,A000039
CA-2015-113215,CP-12085,2015-09-03,A002972
CA-2015-130204,DB-13120,2015-09-03,A000842
US-2015-146745,AS-10630,2015-09-03,A002192
CA-2015-113523,SC-20440,2015-09-04,A002707
CA-2015-101924,KB-16585,2015-09-04,A002096
CA-2015-159863,DS-13180,2015-09-04,A002267
CA-2015-142755,CS-12355,2015-09-04,A000536
CA-2015-105158,SP-20860,2015-09-05,A002592
CA-2015-162621,CA-12055,2015-09-05,A002203
CA-2015-135510,TW-21025,2015-09-05,A003266
CA-2015-130785,AG-10900,2015-09-05,A000855
CA-2015-160696,CK-12760,2015-09-06,A002437
CA-2015-169572,AG-10525,2015-09-06,A004301
US-2015-109015,BS-11590,2015-09-06,A003127
US-2015-151435,SW-20455,2015-09-06,A004902
CA-2015-138002,BT-11305,2015-09-06,A001068
CA-2015-150791,CC-12430,2015-09-06,A001683
CA-2015-143238,LO-17170,2015-09-06,A001235
CA-2015-133977,AT-10435,2015-09-06,A003076
CA-2015-122623,CC-12145,2015-09-07,A001377
CA-2015-102876,LR-17035,2015-09-07,A002452
CA-2015-140557,TN-21040,2015-09-07,A003368
CA-2015-164084,AG-10525,2015-09-07,A004221
CA-2015-105599,MC-17275,2015-09-07,A002015
CA-2015-161445,CC-12610,2015-09-07,A003321
CA-2015-110744,HA-14920,2015-09-07,A000070
CA-2015-151624,VW-21775,2015-09-08,A003074
CA-2015-162166,NM-18520,2015-09-08,A002473
CA-2015-132906,CC-12145,2015-09-10,A000272
CA-2015-108672,FA-14230,2015-09-10,A003663
CA-2015-117772,MC-17575,2015-09-10,A002840
CA-2015-136658,BO-11425,2015-09-10,A003522
CA-2015-139374,AR-10345,2015-09-10,A003762
CA-2015-168186,AB-10150,2015-09-10,A001279
US-2015-147242,EH-13765,2015-09-10,A001709
CA-2015-126186,GB-14530,2015-09-11,A004176
CA-2015-153794,SB-20290,2015-09-11,A003265
CA-2015-165057,SC-20725,2015-09-11,A001639
CA-2015-132465,DM-13525,2015-09-11,A003909
CA-2015-125934,SN-20560,2015-09-11,A004335
CA-2015-128993,CC-12670,2015-09-12,A004438
CA-2015-102015,TM-21010,2015-09-12,A002548
CA-2015-166464,PG-18895,2015-09-12,A001430
CA-2015-138457,AM-10705,2015-09-13,A004019
CA-2015-115567,ZC-21910,2015-09-13,A002541
US-2015-129007,KD-16615,2015-09-13,A004871
CA-2015-136728,AG-10900,2015-09-13,A003989
US-2015-161347,HG-14845,2015-09-13,A003126
CA-2015-118843,JH-15910,2015-09-13,A003320
CA-2015-131597,SP-20620,2015-09-14,A000880
CA-2015-140984,CC-12685,2015-09-14,A001878
CA-2015-115924,BE-11455,2015-09-14,A002924
CA-2015-120362,CA-12265,2015-09-14,A000654
CA-2015-128027,CM-12385,2015-09-14,A001195
CA-2015-100734,AC-10615,2015-09-15,A003653
CA-2015-102582,NW-18400,2015-09-15,A001876
CA-2015-145849,CT-11995,2015-09-15,A001089
CA-2015-105102,BM-11575,2015-09-15,A001134
US-2015-130519,NG-18355,2015-09-15,A000568
CA-2015-167696,BD-11500,2015-09-16,A004611
US-2015-126977,PF-19120,2015-09-17,A002912
CA-2015-141145,DB-13405,2015-09-17,A001739
CA-2015-143077,SF-20965,2015-09-17,A000811
US-2015-138919,LS-16975,2015-09-17,A001488
US-2015-138716,CS-11845,2015-09-17,A001547
CA-2015-133025,MO-17800,2015-09-17,A000489
US-2015-150630,TB-21520,2015-09-17,A000015
CA-2015-150511,AB-10060,2015-09-18,A002469
CA-2015-142202,JR-16210,2015-09-18,A002432
CA-2015-149713,TG-21640,2015-09-18,A000270
CA-2015-101154,CM-12190,2015-09-18,A002765
CA-2015-167745,GB-14530,2015-09-18,A001843
CA-2015-109575,KH-16630,2015-09-18,A001833
CA-2015-132815,RW-19540,2015-09-19,A000935
CA-2015-115847,TC-21535,2015-09-19,A000614
CA-2015-135489,GW-14605,2015-09-19,A003246
CA-2015-147102,NH-18610,2015-09-19,A002498
CA-2015-149517,FC-14245,2015-09-19,A004717
CA-2015-137603,MH-17290,2015-09-19,A004565
CA-2015-151470,AM-10705,2015-09-20,A004114
CA-2015-126970,TP-21130,2015-09-20,A004489
CA-2015-141565,BG-11035,2015-09-20,A003997
CA-2015-156013,TC-20980,2015-09-20,A003925
CA-2015-153738,AG-10270,2015-09-20,A003912
CA-2015-127593,DH-13675,2015-09-21,A001890
CA-2015-117800,TH-21550,2015-09-21,A002268
CA-2015-168480,DM-12955,2015-09-21,A001497
CA-2015-102036,CS-12130,2015-09-21,A001108
CA-2015-126697,SV-20815,2015-09-21,A000670
CA-2015-158421,GB-14575,2015-09-21,A003036
CA-2015-149972,CD-12790,2015-09-21,A001368
CA-2015-102260,SJ-20125,2015-09-22,A003811
CA-2015-168760,MM-18280,2015-09-22,A004431
CA-2015-134992,MG-17875,2015-09-22,A002876
CA-2015-112571,DL-12925,2015-09-22,A000457
US-2015-115343,FO-14305,2015-09-22,A004331
CA-2015-153381,DE-13255,2015-09-24,A001685
CA-2015-147816,CM-11935,2015-09-24,A003775
CA-2015-105508,JF-15190,2015-09-24,A004875
US-2015-161466,ON-18715,2015-09-24,A000699
US-2015-106873,KM-16720,2015-09-24,A004492
CA-2015-143119,MC-17275,2015-09-24,A000790
US-2015-164308,SC-20680,2015-09-24,A001998
CA-2015-103835,SC-20440,2015-09-24,A002845
CA-2015-161830,ME-17725,2015-09-24,A002401
CA-2015-113131,MB-17305,2015-09-24,A004704
CA-2015-151869,CS-11950,2015-09-25,A004544
CA-2015-156335,PO-19195,2015-09-25,A000822
CA-2015-156510,EH-13990,2015-09-25,A003170
CA-2015-159779,SB-20185,2015-09-25,A002751
CA-2015-160787,BM-11785,2015-09-25,A004630
CA-2015-139738,DK-12895,2015-09-25,A003703
CA-2015-120845,ML-17395,2015-09-25,A004000
CA-2015-106320,EB-13870,2015-09-25,A000013
CA-2015-149083,SH-19975,2015-09-25,A003827
CA-2015-103933,DR-12880,2015-09-25,A002820
CA-2015-100573,AM-10705,2015-09-25,A001193
CA-2015-111458,PF-19165,2015-09-26,A001246
US-2015-161991,SC-20725,2015-09-26,A000131
CA-2015-124800,RW-19540,2015-09-26,A000671
CA-2015-130883,TB-21520,2015-09-26,A000133
CA-2015-127173,GM-14500,2015-09-26,A002506
CA-2015-122371,BS-11800,2015-09-26,A001215
CA-2015-120341,SF-20200,2015-09-26,A000798
CA-2015-167255,RH-19510,2015-09-27,A003406
CA-2015-103072,HW-14935,2015-09-27,A003527
CA-2015-143616,SS-20140,2015-09-27,A004368
CA-2015-125976,JK-15205,2015-09-27,A003832
US-2015-100531,NM-18520,2015-09-27,A001689
CA-2015-120915,JJ-15445,2015-09-28,A003975
CA-2015-169201,HG-14965,2015-09-28,A001097
CA-2015-106978,ZC-21910,2015-09-28,A002411
CA-2015-129546,RP-19855,2015-09-28,A004643
CA-2015-115392,RM-19675,2015-10-01,A003086
CA-2015-148873,EM-13960,2015-10-01,A004426
CA-2015-156566,EM-13960,2015-10-01,A004662
CA-2015-166135,SC-20440,2015-10-01,A000681
CA-2015-104493,EB-13705,2015-10-02,A000992
CA-2015-129917,HM-14980,2015-10-02,A003403
CA-2015-140375,SG-20470,2015-10-02,A003990
US-2015-119312,CS-12400,2015-10-02,A001919
CA-2015-128356,RP-19390,2015-10-02,A004107
CA-2015-125696,NP-18685,2015-10-02,A003247
US-2015-145121,MP-17965,2015-10-02,A003807
US-2015-137008,JP-15460,2015-10-02,A001588
US-2015-144771,CK-12205,2015-10-02,A004279
US-2015-157014,BM-11785,2015-10-03,A000363
CA-2015-125178,MZ-17515,2015-10-03,A000944
CA-2015-126137,BS-11755,2015-10-03,A001518
CA-2015-168004,DJ-13420,2015-10-04,A000293
CA-2015-121391,AA-10315,2015-10-04,A000612
CA-2015-134859,JK-16120,2015-10-04,A001032
CA-2015-151722,IL-15100,2015-10-05,A004289
CA-2015-145828,MB-17305,2015-10-05,A002760
CA-2015-133445,JF-15490,2015-10-05,A003058
CA-2015-115091,JJ-15760,2015-10-05,A000442
CA-2015-161214,SF-20965,2015-10-05,A002270
CA-2015-125710,BT-11680,2015-10-08,A003172
CA-2015-168529,MB-17305,2015-10-08,A002713
CA-2015-131352,GH-14485,2015-10-08,A003958
CA-2015-141040,TB-21250,2015-10-09,A001210
CA-2015-124107,BM-11650,2015-10-09,A002815
CA-2015-162761,SC-20575,2015-10-09,A003578
CA-2015-129098,DK-13090,2015-10-09,A000414
CA-2015-124499,FM-14380,2015-10-09,A004541
CA-2015-109736,DJ-13420,2015-10-10,A002312
CA-2015-132388,KN-16390,2015-10-10,A004873
CA-2015-134719,JD-15790,2015-10-10,A002539
CA-2015-112522,DP-13165,2015-10-10,A003340
CA-2015-112053,SH-20395,2015-10-11,A002623
US-2015-108966,SO-20335,2015-10-11,A000003
CA-2015-159786,RK-19300,2015-10-12,A001024
CA-2015-102281,MP-17470,2015-10-12,A000093
CA-2015-134747,DL-12925,2015-10-12,A001438
CA-2015-142993,KA-16525,2015-10-12,A003840
CA-2015-114300,AF-10885,2015-10-13,A000394
US-2015-118766,LS-16975,2015-10-15,A003858
US-2015-126235,GA-14725,2015-10-15,A002273
CA-2015-139731,JE-15745,2015-10-15,A000677
CA-2015-129476,PA-19060,2015-10-15,A000054
US-2015-123918,CG-12520,2015-10-15,A003360
CA-2015-110765,MP-17965,2015-10-16,A003409
CA-2015-152527,CM-12190,2015-10-17,A001677
CA-2015-105613,KN-16705,2015-10-18,A003015
CA-2015-127824,JC-15775,2015-10-18,A004621
CA-2015-131128,TB-21520,2015-10-19,A000408
CA-2015-113901,NH-18610,2015-10-19,A001945
CA-2015-150413,CS-11860,2015-10-19,A004395
CA-2015-160171,RM-19675,2015-10-19,A002674
US-2015-160563,NS-18640,2015-10-20,A003927
CA-2015-149097,SV-20785,2015-10-20,A004440
CA-2015-164623,MS-17770,2015-10-20,A000709
US-2015-104430,LT-17110,2015-10-22,A000558
CA-2015-169733,GM-14500,2015-10-22,A004136
CA-2015-110877,JE-15715,2015-10-23,A002663
CA-2015-142692,AG-10495,2015-10-23,A002108
CA-2015-132486,JF-15355,2015-10-23,A001901
CA-2015-155068,RA-19285,2015-10-23,A002094
CA-2015-109190,CC-12685,2015-10-23,A004150
CA-2015-156608,MT-18070,2015-10-24,A002703
CA-2015-149650,RD-19660,2015-10-24,A003159
CA-2015-118738,AG-10495,2015-10-24,A002640
CA-2015-152891,TB-21625,2015-10-25,A002160
CA-2015-105844,JF-15415,2015-10-25,A003463
CA-2015-109862,HK-14890,2015-10-25,A003207
CA-2015-130848,DG-13300,2015-10-25,A004608
CA-2015-156146,AG-10495,2015-10-26,A002526
CA-2015-150714,KH-16690,2015-10-26,A003931
CA-2015-139290,MY-17380,2015-10-26,A001011
CA-2015-162537,RD-19585,2015-10-28,A000478
CA-2015-110289,NB-18655,2015-10-29,A003116
CA-2015-123673,CH-12070,2015-10-30,A000942
US-2015-131359,FA-14230,2015-10-30,A001811
CA-2015-145758,BF-11020,2015-10-30,A004139
CA-2015-132318,TT-21220,2015-10-30,A002574
CA-2015-132570,KT-16480,2015-10-31,A000577
CA-2015-164882,SG-20080,2015-10-31,A001023
CA-2015-122259,HP-14815,2015-10-31,A000181
CA-2015-131457,MZ-17515,2015-10-31,A000094
US-2015-164448,DK-12835,2015-10-31,A000672
CA-2015-130995,QJ-19255,2015-11-01,A001121
CA-2015-141740,JF-15490,2015-11-01,A003428
CA-2015-113145,VD-21670,2015-11-01,A001122
CA-2015-108119,MS-17530,2015-11-01,A002882
CA-2015-126739,JH-16180,2015-11-01,A003212
CA-2015-105221,VM-21685,2015-11-01,A000797
US-2015-110163,GA-14725,2015-11-01,A001374
CA-2015-168207,LT-17110,2015-11-02,A003976
CA-2015-130890,JO-15280,2015-11-02,A000132
CA-2015-125416,KC-16540,2015-11-02,A000554
CA-2015-160227,ED-13885,2015-11-02,A004439
CA-2015-141810,BB-10990,2015-11-02,A004507
CA-2015-100657,SW-20245,2015-11-02,A002950
CA-2015-138625,EG-13900,2015-11-02,A004723
CA-2015-162047,FH-14365,2015-11-03,A002839
CA-2015-121041,CS-12250,2015-11-03,A001261
CA-2015-140410,CM-12655,2015-11-03,A000710
CA-2015-131072,KL-16645,2015-11-05,A002799
US-2015-136259,CB-12415,2015-11-05,A004452
CA-2015-103961,NG-18430,2015-11-05,A001874
CA-2015-118444,VD-21670,2015-11-05,A001436
CA-2015-144386,GT-14635,2015-11-05,A001633
CA-2015-145485,JM-16195,2015-11-05,A002480
CA-2015-131422,GB-14530,2015-11-05,A000890
CA-2015-105312,MT-17815,2015-11-06,A000483
CA-2015-102848,KB-16240,2015-11-07,A000244
CA-2015-162887,SV-20785,2015-11-07,A002587
CA-2015-134922,KB-16240,2015-11-07,A002470
CA-2015-126669,DO-13645,2015-11-07,A003857
CA-2015-163181,AB-10105,2015-11-07,A004467
CA-2015-148432,MC-18130,2015-11-07,A000734
CA-2015-105571,CP-12340,2015-11-07,A002974
CA-2015-108259,NS-18640,2015-11-08,A004230
CA-2015-117611,MZ-17335,2015-11-08,A001100
CA-2015-164441,AC-10450,2015-11-08,A001492
CA-2015-154886,SW-20455,2015-11-08,A002516
CA-2015-111990,DB-13660,2015-11-08,A002245
CA-2015-123568,SC-20095,2015-11-08,A001490
CA-2015-114811,KD-16495,2015-11-08,A003995
US-2015-151407,RD-19585,2015-11-08,A003897
CA-2015-105634,HA-14905,2015-11-08,A000941
CA-2015-117086,QJ-19255,2015-11-08,A001088
CA-2015-109386,RH-19600,2015-11-08,A003420
CA-2015-158554,CM-12190,2015-11-09,A000758
CA-2015-127509,AS-10090,2015-11-09,A000969
CA-2015-126466,JO-15550,2015-11-09,A003399
CA-2015-169796,Dp-13240,2015-11-09,A002451
CA-2015-113222,AG-10765,2015-11-09,A004278
CA-2015-146486,DV-13465,2015-11-09,A002621
CA-2015-147690,SC-20020,2015-11-10,A004694
CA-2015-155040,AH-10210,2015-11-10,A000123
CA-2015-158659,SC-20695,2015-11-10,A002450
CA-2015-121783,PO-19180,2015-11-10,A002878
CA-2015-111948,AG-10495,2015-11-11,A004569
CA-2015-153220,YC-21895,2015-11-12,A001305
CA-2015-162964,MF-18250,2015-11-12,A004081
CA-2015-113628,AH-10690,2015-11-12,A001872
US-2015-153283,EB-14110,2015-11-12,A004577
CA-2015-136147,FM-14380,2015-11-13,A004219
CA-2015-115798,KL-16645,2015-11-13,A001335
US-2015-156867,LC-16870,2015-11-13,A000052
CA-2015-104948,KH-16510,2015-11-13,A004881
CA-2015-149909,RA-19915,2015-11-13,A003043
CA-2015-144519,AW-10930,2015-11-13,A003556
CA-2015-111199,JK-15730,2015-11-13,A000482
CA-2015-114503,AA-10375,2015-11-13,A003177
CA-2015-130183,PO-18850,2015-11-13,A004770
CA-2015-153073,HA-14905,2015-11-13,A002501
US-2015-111927,LS-17230,2015-11-14,A001881
CA-2015-154746,PJ-18835,2015-11-14,A001188
CA-2015-151043,MG-17680,2015-11-14,A001918
CA-2015-137897,PJ-18835,2015-11-14,A001166
CA-2015-138674,KB-16585,2015-11-14,A002817
CA-2015-123141,GZ-14470,2015-11-14,A003286
CA-2015-129525,VP-21760,2015-11-15,A004417
CA-2015-145324,DH-13675,2015-11-15,A004323
CA-2015-113173,DK-13225,2015-11-15,A000256
CA-2015-138954,MH-17785,2015-11-15,A001621
CA-2015-150875,HK-14890,2015-11-16,A002063
CA-2015-135685,MP-18175,2015-11-16,A001379
CA-2015-164539,PO-19180,2015-11-16,A000789
CA-2015-120446,JG-15805,2015-11-16,A003639
CA-2015-145394,MC-17605,2015-11-16,A003325
CA-2015-126725,BS-11665,2015-11-17,A002877
CA-2015-110863,AA-10645,2015-11-17,A003901
CA-2015-163090,GH-14665,2015-11-17,A002180
CA-2015-166800,AG-10300,2015-11-19,A003421
CA-2015-145814,KD-16345,2015-11-19,A003878
CA-2015-151680,TC-21475,2015-11-19,A001813
CA-2015-116484,JK-15205,2015-11-20,A003091
US-2015-165743,MM-18055,2015-11-20,A003894
CA-2015-136420,CS-12250,2015-11-20,A004442
CA-2015-110891,PO-19195,2015-11-20,A003863
CA-2015-156524,DL-12865,2015-11-20,A000768
CA-2015-124058,LC-16885,2015-11-20,A001991
CA-2015-112305,KB-16405,2015-11-20,A003070
CA-2015-100454,BM-11650,2015-11-20,A000392
CA-2015-144652,SN-20560,2015-11-20,A000515
